index,customerid,0
1263,8a858f155b38a417015b38be6a8826ce,0
1264,8a858f2c59c89d5a0159ca42dc8c1a40,0
1265,8a858f315ccb979d015ccfdb46730c21,1
1266,8a858f3e589c40610158aeb00ff65aaf,1
1267,8a858f3e589c40610158aeb00ff65aaf,1
1268,8a858f3e589c40610158aeb00ff65aaf,1
1269,8a858f555d0e96d1015d125689135609,0
1270,8a858f6055f96ad20156058de05c0cfc,0
1271,8a858f6055f96ad20156058de05c0cfc,0
1272,8a858f74584a54aa015854d6e7027ac1,0
1273,8a858f74584a54aa015854d6e7027ac1,1
1274,8a858f975c4582c4015c4c882e054c96,0
1275,8a858f9f5679951a01567a5b90644817,0
1276,8a858fa257d8223c0157dd6713ec7d05,1
1277,8a858fa257d8223c0157dd6713ec7d05,0
1278,8a858faa56dffac60156e220912a0f6d,0
1279,8a858faa56dffac60156e220912a0f6d,1
1280,8a858fbd59e06eb70159e0cd82c232fc,0
1281,8a858fbd59e06eb70159e0cd82c232fc,0
1282,8a858fd05bfd7d3c015c0c8b72ce4682,1
1283,8a858fdb5b8094e2015b80ac5cd70f9f,1
1284,8a858ff556236fa8015626551cd23d08,1
1285,8a858ff556236fa8015626551cd23d08,0
1286,8a858fff57becca70157c9a4c75303d3,1
1287,8a858fff57becca70157c9a4c75303d3,0
1288,8a858e245b680423015b6d059cd13978,0
1289,8a858ecc5a94fab9015aa06814d84c2d,1
1290,8a858ecc5a94fab9015aa06814d84c2d,1
1291,8a858faf5679a838015692f7a8f831d7,0
1292,8a858faf5679a838015692f7a8f831d7,0
1293,8a858faf5679a838015692f7a8f831d7,1
1294,8a85881053bc33670153c65bdb937097,1
1295,8a85881053bc33670153c65bdb937097,0
1296,8a8588dc536a1413015375acd19d4154,1
1297,8a85891e53ad0e6b0153b02de6592330,1
1298,8a8589595384a8530153a32a2e9f584d,0
1299,8a8589b953bc23f70153c19cb08a6c49,0
1300,8a8589b953bc23f70153c19cb08a6c49,1
1301,8a858e0156b782a10156c72b56162057,1
1302,8a858e185b4923b4015b4cd7cae6255f,0
1303,8a858e345be813ea015be9d95ff314df,1
1304,8a858e44573d4b37015750d2bd534777,0
1305,8a858e44573d4b37015750d2bd534777,0
1306,8a858e685adba68e015adc083601467b,1
1307,8a858e685adba68e015adc083601467b,0
1308,8a858e6f5668e01701568f65c3b52b07,1
1309,8a858e6f5668e01701568f65c3b52b07,1
1310,8a858e6f5668e01701568f65c3b52b07,0
1311,8a858e7c588604a4015895a4d8541dea,0
1312,8a858e7c588604a4015895a4d8541dea,1
1313,8a858e7c588604a4015895a4d8541dea,0
1314,8a858e905d41e83b015d443e540c5211,0
1315,8a858eb25b5d2e82015b5d35c1bb094d,0
1316,8a858eb25b5d2e82015b5d35c1bb094d,1
1317,8a858ebb5aeb0312015aeb2fc1582084,0
1318,8a858ecb5bf33c30015bf4344b434718,0
1319,8a858ee0560bc077015617223d040e96,0
1320,8a858ee0560bc077015617223d040e96,1
1321,8a858ee55c830000015c84c6a8681828,1
1322,8a858eea5a28c38d015a2e1c849c2e82,0
1323,8a858efe5bca0a81015bcb07db2929c0,1
1324,8a858f0e5a6171ba015a64e154820783,1
1325,8a858f0e5a6171ba015a64e154820783,1
1326,8a858f1f5c16cb02015c170c7755239d,1
1327,8a858f305cb1ec4e015cc06c3e78725c,1
1328,8a858f3e5885ffa301588dc197775826,0
1329,8a858f3e5885ffa301588dc197775826,0
1330,8a858f3e5885ffa301588dc197775826,1
1331,8a858f585cf9d48b015d0415fe863a5f,1
1332,8a858f735922163501592b85494d1ab0,1
1333,8a858f7d5be8748c015be8ce824c40a3,1
1334,8a858f9b5c589341015c5905fe4f3ef8,1
1335,8a858faf55d95d930155db6ec1274592,0
1336,8a858faf55d95d930155db6ec1274592,0
1337,8a858faf55d95d930155db6ec1274592,0
1338,8a858fb4563228d201564105636c1fa9,1
1339,8a858fb4563228d201564105636c1fa9,0
1340,8a858fb4563228d201564105636c1fa9,0
1341,8a858fd3552c756201553571d2fe62e3,0
1342,8a858fd3552c756201553571d2fe62e3,1
1343,8a858fd3552c756201553571d2fe62e3,1
1344,8a858fdc57ab280a0157add33ef337c4,1
1345,8a858fed5a28bf0e015a3429dabf6bab,0
1346,8a858ff25c8250c1015c8265f4c80e02,0
1347,8a858fff5a28d297015a338c644f5053,1
1348,8a858ed75bb64559015bbf81e3632d56,0
1349,8a858f475c11bc72015c131399ff0768,0
1350,8a858f9d5668e3f101566a6e9722794c,1
1351,8a858f9d5668e3f101566a6e9722794c,0
1352,8a858fd3552c75620155525f87523b72,0
1353,8a26bd845089f1d7015090b1d6f53bad,1
1354,8a26bd845089f1d7015090b1d6f53bad,0
1355,8a8588fd53c244bc0153cda4fd4a486b,0
1356,8a85895054a061920154bc6d424318e0,1
1357,8a85895054a061920154bc6d424318e0,0
1358,8a85895054a061920154bc6d424318e0,1
1359,8a8589a453bc422d0153c79866fb760d,0
1360,8a858fc55b2fde30015b30c9256b43fd,1
1361,8a858fd45a4260bc015a42ac9e89278d,1
1362,8a858fec5ceec886015ceee4a2ab15ac,0
1363,8a858ff8582fcb8601583e9ee74e1732,0
1364,8a858e105bd92644015be762bf10576f,0
1365,8a858f095c3b2c30015c3b5964a111df,1
1366,8a858f9c57f74b1d0157f753c181047e,0
1367,8a858f9c57f74b1d0157f753c181047e,1
1368,8a858f9c57f74b1d0157f753c181047e,0
1369,8a858fe25ab3f041015ab51fc3c44cbd,0
1370,8a8189d152443f820152443f89500001,1
1371,8a8189d152443f820152443f89500001,0
1372,8a8189d152443f820152443f89500001,0
1373,8a8588b754517d800154555019c36231,0
1374,8a8589045384bd8301539e05b3d35023,1
1375,8a8589045384bd8301539e05b3d35023,0
1376,8a8589045384bd8301539e05b3d35023,1
1377,8a858953548fb0c001549b31ac5f6dda,0
1378,8a858953548fb0c001549b31ac5f6dda,0
1379,8a858953548fb0c001549b31ac5f6dda,0
1380,8a858e0156b782a10156b8e131824d39,0
1381,8a858e0f5c45466f015c546652e81026,1
1382,8a858e195b90e512015b9312936863cf,1
1383,8a858e3a54e337020154fda980777859,1
1384,8a858e64590ae20001590c511d9b0cdf,1
1385,8a858e705668e1670156810ee20960b7,0
1386,8a858e705668e1670156810ee20960b7,0
1387,8a858e8d56b784480156b7d232f723a8,0
1388,8a858e8d56b784480156b7d232f723a8,1
1389,8a858e9b5bcf8546015bcfaf5b680756,0
1390,8a858eb85886bdc30158acf926932eda,1
1391,8a858ec95afc0922015affaaf5992c1a,1
1392,8a858ed45becf685015bed6fceb6498b,1
1393,8a858eda552adcc2015559532234110a,0
1394,8a858eda552adcc2015559532234110a,1
1395,8a858edb5bd936e4015be394167c4698,0
1396,8a858ee45b62dadc015b660294b5292e,0
1397,8a858eed5756fb0e0157576dda0129e5,1
1398,8a858f03582a54c301582f698a281700,0
1399,8a858f03582a54c301582f698a281700,1
1400,8a858f0a56ffda560157093acf144b87,1
1401,8a858f0a56ffda560157093acf144b87,1
1402,8a858f245a4cde1e015a4e6271fd6c46,1
1403,8a858f265c2187bd015c346b5bb74ea9,0
1404,8a858f295c8d307f015c9e4f9b771eed,0
1405,8a858f375b493337015b4943d3aa1027,0
1406,8a858f375b493337015b4943d3aa1027,0
1407,8a858f4e5ba5e8d3015ba9d8b01b3062,1
1408,8a858f565b683b56015b7b6b606e1ec9,1
1409,8a858f5f55f82ae30155f91ba4250aea,0
1410,8a858f5f55f82ae30155f91ba4250aea,1
1411,8a858f6a5b1fa846015b1ff2a147401d,0
1412,8a858f7c5be8dc45015be8eaadb90c0e,0
1413,8a858f8e5b8c34d3015b8f4fe5ca199d,0
1414,8a858f99560bbe4501561d163d570cba,1
1415,8a858f99560bbe4501561d163d570cba,0
1416,8a858f99560bbe4501561d163d570cba,0
1417,8a858f9f5679951a01568d9941453c97,0
1418,8a858fa55acd8061015ad0b778b013ea,1
1419,8a858fae5921beeb01592ad3c5c12bc1,1
1420,8a858fae5921beeb01592ad3c5c12bc1,1
1421,8a858fbc594a495c01596db4320c084a,1
1422,8a858fbc594a495c01596db4320c084a,1
1423,8a858fc9580b91da0158126363fb3f16,1
1424,8a858fc9580b91da0158126363fb3f16,1
1425,8a858fd05bfd7d3c015c0cc8a1a86a92,1
1426,8a858fd55b8752ba015b895180e74ffe,0
1427,8a858fe8555f401f01556e0a6ac317b7,0
1428,8a858fe8555f401f01556e0a6ac317b7,1
1429,8a858ffa55ca72a50155de6808cd2f3f,0
1430,8a858ffa55ca72a50155de6808cd2f3f,1
1431,8a858e065ccb8bc0015cce72dd475bfc,1
1432,8a858f045bc9690c015bcabf87506275,0
1433,8a858f6b570f2de9015721e9fbb40ecf,0
1434,8a858fb959976ce001599c31ae157981,1
1435,8a858fb959976ce001599c31ae157981,1
1436,8a858ff259d1429e0159d2d0194c4b8e,0
1437,8a85883353e2e4e40153f068a4634e02,1
1438,8a85883353e2e4e40153f068a4634e02,0
1439,8a85883353e2e4e40153f068a4634e02,1
1440,8a8588b75438f49901544510041e0951,1
1441,8a8588f5542eb0d401542f48f0381490,0
1442,8a8588f5542eb0d401542f48f0381490,1
1443,8a8588f5542eb0d401542f48f0381490,0
1444,8a8588f5542eb0d401542f48f0381490,0
1445,8a85890754145ace01542184054739e2,1
1446,8a85890754145ace01542184054739e2,0
1447,8a85896653e2e18b0153ea4c2b00049f,0
1448,8a85896653e2e18b0153ea4c2b00049f,0
1449,8a858e045b495c30015b4f8417aa61c4,0
1450,8a858e185b4923b4015b49f7165a4acd,1
1451,8a858e185b4923b4015b49f7165a4acd,1
1452,8a858e225a28c713015a33e7c0bf5ed8,0
1453,8a858e225a28c713015a33e7c0bf5ed8,0
1454,8a858e3e5922ba4301593831652558a5,0
1455,8a858e4f58b9f0b40158c027a53e65a8,1
1456,8a858e4f58b9f0b40158c027a53e65a8,0
1457,8a858e585693982b0156b6329ee229d6,0
1458,8a858e585693982b0156b6329ee229d6,0
1459,8a858e6c5c88d145015c894de1a91c5c,0
1460,8a858e705668e167015685e1e07c19d4,1
1461,8a858e705668e167015685e1e07c19d4,0
1462,8a858e7855113fb70155136433e942c9,1
1463,8a858e7855113fb70155136433e942c9,1
1464,8a858e905ce98e8d015cede36efc025d,0
1465,8a858ec959f3d0320159f411f586198d,1
1466,8a858ec959f3d0320159f411f586198d,0
1467,8a858ed55c5f1965015c5f58ecbc2069,1
1468,8a858edb5a70bfe0015a7ef6715642d0,0
1469,8a85882953bc04f80153c205b75d7403,0
1470,8a85882953bc04f80153c205b75d7403,0
1471,8a8588dc536a14130153753dc8d32698,1
1472,8a8588dc536a14130153753dc8d32698,0
1473,8a8588dc536a14130153753dc8d32698,0
1474,8a8588dc536a14130153753dc8d32698,0
1475,8a8588fd53c244bc0153c8305ea7338f,0
1476,8a85895054a061920154a909b1a76c1d,0
1477,8a85895054a061920154a909b1a76c1d,0
1478,8a8589b953bc23f70153c90114817143,1
1479,8a8589b953bc23f70153c90114817143,0
1480,8a858e02578f616401579484a4963345,0
1481,8a858e02578f616401579484a4963345,0
1482,8a858e02578f616401579484a4963345,1
1483,8a858e1556321b940156548b9ca970a6,0
1484,8a858e1556321b940156548b9ca970a6,1
1485,8a858e1556321b940156548b9ca970a6,0
1486,8a858e195b90e512015ba0eb4eed5ef5,1
1487,8a858e205af28299015af50a799745c5,0
1488,8a858e2e5bb57a37015bbe1b8d6d3830,1
1489,8a858e3559080830015923412dd84294,0
1490,8a858e3559080830015923412dd84294,1
1491,8a858e3e5b3ee747015b3f0409012b7f,1
1492,8a858e575bf80f73015bfbc59df93401,1
1493,8a858e6e55c554c20155c6d8e2925c62,0
1494,8a858e6e55c554c20155c6d8e2925c62,1
1495,8a858e785acd3412015acd7bdec42d4f,0
1496,8a858e875c63d395015c74bdfd343206,1
1497,8a858e985885ff6d01589211d7c01088,0
1498,8a858e985885ff6d01589211d7c01088,0
1499,8a858eb4596ff919015974a667560a89,0
1500,8a858eb4596ff919015974a667560a89,1
1501,8a858ec55b441639015b444e78b7361f,1
1502,8a858ece5b0142e3015b0a3a7f183339,0
1503,8a858eda552adcc20155307212b55ac2,1
1504,8a858eda552adcc20155307212b55ac2,0
1505,8a858ee454da1cbd0154e2796fba7142,1
1506,8a858ee454da1cbd0154e2796fba7142,1
1507,8a858ee454da1cbd0154e2796fba7142,1
1508,8a858ee65a8401a1015a8447d2ac1cf2,0
1509,8a858eef5554890501555868a7475f44,0
1510,8a858eef5554890501555868a7475f44,1
1511,8a858f0656b7820c0156c3e3a61c1d33,1
1512,8a858f0656b7820c0156c3e3a61c1d33,1
1513,8a858f0656b7820c0156c3e3a61c1d33,1
1514,8a858f0656b7820c0156c3e3a61c1d33,0
1515,8a858f1f587161850158742ebbce53d8,1
1516,8a858f1f587161850158742ebbce53d8,0
1517,8a858f375cef1cbc015ceff67d505f59,1
1518,8a858f54589736f401589857085e3b5b,0
1519,8a858f54589736f401589857085e3b5b,0
1520,8a858f585bfd6341015c03694f85158f,0
1521,8a858f665c45930d015c54a24fdc1f6c,0
1522,8a858f965bb63a25015bc22b915e62f1,1
1523,8a858f985b80ab2c015b81098b8f2c2e,0
1524,8a85884e548fad6501549a053d8a74fd,0
1525,8a85884e548fad6501549a053d8a74fd,0
1526,8a85884e548fad6501549a053d8a74fd,1
1527,8a85884e548fad6501549a053d8a74fd,0
1528,8a8588dd54a3ead30154aa7d6b092010,1
1529,8a8588dd54a3ead30154aa7d6b092010,1
1530,8a8589045384bd83015384deb3ee0e13,0
1531,8a8589045384bd83015384deb3ee0e13,0
1532,8a858966538deb190153a81904df118e,1
1533,8a858966538deb190153a81904df118e,0
1534,8a858966538deb190153a81904df118e,0
1535,8a858966538deb190153a81904df118e,1
1536,8a858e0f5c45466f015c4a6560255de7,0
1537,8a858e165a47b2fd015a4b52c72e5a7c,1
1538,8a858e245b680423015b6bf6df1d0f55,1
1539,8a858e375b347293015b3479e8930819,0
1540,8a858e505ad27570015ad3a536d46c46,1
1541,8a858e585693982b0156ac0d9c0b17b1,1
1542,8a858e585693982b0156ac0d9c0b17b1,1
1543,8a858e6455828e710155842b4ffa280e,1
1544,8a858e6455828e710155842b4ffa280e,1
1545,8a858e685acda506015aceb81564458d,0
1546,8a858e785c8d9167015c913329f1730e,1
1547,8a858e9a54d9121b0154dd1bfff23870,0
1548,8a858ea45b35639b015b356cbf34033a,1
1549,8a858eb75c21a2b9015c2acd7e8b3ff8,1
1550,8a858ec655f96b32015607c12d57059e,0
1551,8a858ed159fabcd30159fb47c7062202,1
1552,8a858ee45b39aa80015b3b1a1d600f18,1
1553,8a858ee75afc09f4015b01127fe924ad,0
1554,8a858ee75afc09f4015b01127fe924ad,0
1555,8a858ef358d4a48e0158f275638d3eae,0
1556,8a858ef358d4a48e0158f275638d3eae,0
1557,8a858f0056b7cf8e0156c5d74c6a61a6,0
1558,8a858f0056b7cf8e0156c5d74c6a61a6,1
1559,8a858f0056b7cf8e0156c5d74c6a61a6,0
1560,8a858f10579ff4360157a35217644d8d,0
1561,8a858f2b5998268e0159a1bb02794eb9,1
1562,8a858f3355ae6a610155bb33f4d141b7,0
1563,8a858f3959f562330159f9002c242c83,1
1564,8a858f455b5d1896015b5d192a1d0090,0
1565,8a858f545908094b01591c9388130f5d,1
1566,8a858f5a57519e48015757dbf8635809,1
1567,8a858f5a57519e48015757dbf8635809,1
1568,8a858f6055f96ad2015604e2b0530828,1
1569,8a858f6055f96ad2015604e2b0530828,1
1570,8a858f6b570f2de901572f04bf9744c4,1
1571,8a858f6b570f2de901572f04bf9744c4,0
1572,8a858f6b570f2de901572f04bf9744c4,0
1573,8a858f7c5be8dc45015be91b35ae3413,1
1574,8a858f99560bbe45015613ae87981a6d,1
1575,8a858f99560bbe45015613ae87981a6d,1
1576,8a858fa459e0a1340159e1414e8942cf,1
1577,8a858fa459e0a1340159e1414e8942cf,0
1578,8a858faf56b7821c0156c7d9d39142a5,1
1579,8a8589a453bc422d0153c79866fb760d,1
1580,8a8589a453bc422d0153c79866fb760d,0
1581,8a8589d8548faed501549fb0909d12b2,1
1582,8a858e0256b781d80156cba3c23c4467,0
1583,8a858e0758715ccc0158716bbc9704d7,0
1584,8a858e0758715ccc0158716bbc9704d7,1
1585,8a858e0758715ccc0158716bbc9704d7,0
1586,8a858e125a48129b015a4af97ed06160,1
1587,8a858e125a48129b015a4af97ed06160,0
1588,8a858e255557edfe01556d88b29739df,1
1589,8a858e255557edfe01556d88b29739df,0
1590,8a858e255557edfe01556d88b29739df,0
1591,8a858e3654e2a82401550addb6133675,0
1592,8a858e3654e2a82401550addb6133675,1
1593,8a858e445cd56553015ce5feaf637ede,1
1594,8a858e5b5bd99460015be783dabb272f,0
1595,8a858e64590ae200015930db55c7084a,0
1596,8a858e64590ae200015930db55c7084a,1
1597,8a858e6d5b252065015b2fdbe1cd542c,1
1598,8a858e705668e16701566f6b45c03059,1
1599,8a858e705668e16701566f6b45c03059,1
1600,8a858e705668e16701566f6b45c03059,1
1601,8a858e795b204ffc015b20a20c631a0f,1
1602,8a858e945bee08de015bee8f994f3026,1
1603,8a858e9b560bbd6301561e50ee830cbd,1
1604,8a858e9b560bbd6301561e50ee830cbd,0
1605,8a858eb45784f9280157880bb0201fd6,1
1606,8a858eb45784f9280157880bb0201fd6,1
1607,8a858eb45784f9280157880bb0201fd6,0
1608,8a858ec45577f83e01557f8138b426a2,0
1609,8a858ec45577f83e01557f8138b426a2,1
1610,8a858ec45577f83e01557f8138b426a2,1
1611,8a858ece58626302015868fab7d51a64,0
1612,8a858ee55cb156e6015cc47b68eb2533,0
1613,8a858eef5554890501555f67fb433a28,0
1614,8a858eef5554890501555f67fb433a28,1
1615,8a858f0056b7cf8e0156c21e03304536,0
1616,8a858f0056b7cf8e0156c21e03304536,0
1617,8a858f065bd31ee6015bd35984932c89,0
1618,8a858f1955b1c4df0155bc7e4d2773e1,1
1619,8a858f255ca276c5015ca294645c08af,1
1620,8a858f3355ae6a610155c1daebe61b76,1
1621,8a858f3355ae6a610155c1daebe61b76,1
1622,8a858f3355ae6a610155c1daebe61b76,1
1623,8a858f465668e3d601568add9c6a4fe0,0
1624,8a858f465668e3d601568add9c6a4fe0,1
1625,8a858f4b55df0f530155df6f850e26c8,1
1626,8a858f535908095c01591d4192101d04,0
1627,8a858f615578136301557e762f974b9f,0
1628,8a858f615578136301557e762f974b9f,0
1629,8a858f615578136301557e762f974b9f,1
1630,8a858f645a8ea316015a8eeb23a93384,0
1631,8a858f8b59e0e8980159e5bcc1e21094,1
1632,8a858f8b59e0e8980159e5bcc1e21094,0
1633,8a858fa95b631878015b6401c15973f3,0
1634,8a858faf56b7821c0156b93cd62a6275,1
1635,8a858faf56b7821c0156b93cd62a6275,0
1636,8a858fb45b3eef19015b3fa969390cd3,0
1637,8a858fd55c45ba15015c4f06ea176506,0
1638,8a858fea5b391cd7015b3936e1ca25c8,1
1639,8a858ffb5b350b52015b352574d219d9,1
1640,8a8589a453bc422d0153c993db2604b6,1
1641,8a8589a453bc422d0153c993db2604b6,0
1642,8a8589a453bc422d0153c993db2604b6,1
1643,8a858ee65be8d42d015bea072bee5936,1
1644,8a858fd25c5a5bc7015c5b63cb92393a,0
1645,8a85884e54a0565b0154ba3fa6c72e7e,0
1646,8a8588f754a058cb0154b3b507dc1abe,1
1647,8a85892e5425ad2001542d2827756546,0
1648,8a8589b953d0be470153d0e6e1490a90,1
1649,8a8589b953d0be470153d0e6e1490a90,1
1650,8a8589b953d0be470153d0e6e1490a90,1
1651,8a8589b953d0be470153d0e6e1490a90,1
1652,8a858e0458d4ac3d0158dd57e64e736c,1
1653,8a858e0d59b7438d0159b7e0aa7533cd,0
1654,8a858e1556321b9401564c8d8e8144d8,0
1655,8a858e1556321b9401564c8d8e8144d8,0
1656,8a858e1556321b9401564c8d8e8144d8,1
1657,8a858e3654e2a82401550631bfcd571d,1
1658,8a858e445add19b4015addc433723178,1
1659,8a858e5b5bd99460015bd9e9ee2e18f4,0
1660,8a858e615c832be8015c83b1cd532bb9,1
1661,8a858e69566ae5b801567378795b7add,0
1662,8a858e725b3424d2015b3427a76103d2,1
1663,8a858e845accb4f9015accdccf761e20,1
1664,8a858ea35a28b88b015a3be970e0681d,1
1665,8a858ea35a28b88b015a3be970e0681d,1
1666,8a858ebd5b254c8b015b2fd8dafc7cee,1
1667,8a858ebd5b254c8b015b2fd8dafc7cee,1
1668,8a858ed55bafadc7015bb15979d1553e,1
1669,8a858ee55cb156e6015cbb9fb27c2ad1,0
1670,8a858ef258d4a48b0158e998c5794c1c,0
1671,8a858eff55a090650155b7b1624119ab,1
1672,8a858f0d58a18ebc0158ab6deec27309,0
1673,8a858f0d58a18ebc0158ab6deec27309,1
1674,8a858f13556665aa01556dbccd6e1a20,1
1675,8a858f13556665aa01556dbccd6e1a20,1
1676,8a858f13556665aa01556dbccd6e1a20,0
1677,8a858f265b5c418f015b5c58effa1a88,1
1678,8a858f2756cec0a30156e2d4cea415a3,1
1679,8a858f2756cec0a30156e2d4cea415a3,0
1680,8a858f315ccb979d015ccf98ddd4661f,1
1681,8a858f3d5add42e2015ae9ab7c277132,1
1682,8a858f465668e3d601566ad583100ef5,0
1683,8a858f465668e3d601566ad583100ef5,0
1684,8a858f545908094b01591185749d6f25,1
1685,8a858f60562378450156250366f10f86,0
1686,8a858f60562378450156250366f10f86,0
1687,8a858f6e5cb16eb9015cbb1fb520374d,1
1688,8a858faf56b7821c0156c7d9d39142a5,0
1689,8a858fb95a951d1a015a99d458d711c8,0
1690,8a858fb95a951d1a015a99d458d711c8,1
1691,8a858fcb5bab1fda015baf266f6645c9,0
1692,8a858fd3552c75620155488cbd3f650d,1
1693,8a858fd3552c75620155488cbd3f650d,0
1694,8a858fd3552c75620155488cbd3f650d,1
1695,8a858fd3552c75620155488cbd3f650d,0
1696,8a858fd85b685607015b70cf46b509b2,0
1697,8a858fe45a760203015a79d74d461d88,0
1698,8a858feb55f969560155ff2575dc44f4,1
1699,8a858feb55f969560155ff2575dc44f4,1
1700,8a858ff5562dc3b601562e96135108e3,1
1701,8a858ff5562dc3b601562e96135108e3,0
1702,8a858ff5562dc3b601562e96135108e3,0
1703,8a858e0256b781d80156c166816621f9,1
1704,8a858e0256b781d80156c166816621f9,1
1705,8a858e5b5bd99460015be71e03dc77ed,0
1706,8a858f0456511c9401565a9725555220,1
1707,8a858fd85507735701550d603b101f21,0
1708,8a3442825124396701513514dad40fa7,1
1709,8a3442825124396701513514dad40fa7,1
1710,8a3442825124396701513514dad40fa7,0
1711,8a858900536a043401537f79fca22800,0
1712,8a858900536a043401537f79fca22800,1
1713,8a858900536a043401537f79fca22800,0
1714,8a85893d53f104eb0153f5a6a7d850eb,0
1715,8a858e005c2154c2015c258d28687efa,1
1716,8a858e055ac84a51015ac944e21e6883,1
1717,8a858e0f58afbace0158b493ecd36d7f,0
1718,8a858e0f58afbace0158b493ecd36d7f,0
1719,8a858e395cb1d4d9015cb4935f513aae,0
1720,8a858e5b5bd99460015bdf715c7c3f80,1
1721,8a858e69566ae5b80156926cd9070009,0
1722,8a858e69566ae5b80156926cd9070009,1
1723,8a858e69566ae5b80156926cd9070009,0
1724,8a858e6f5668e01701568cce2c403088,1
1725,8a858e6f5668e01701568cce2c403088,0
1726,8a858e755c118bd7015c11bc925a17a2,1
1727,8a858e9b560bbd6301561cd3a9a876c1,0
1728,8a858e9b560bbd6301561cd3a9a876c1,1
1729,8a858ea4582fcdc801583359de3754df,1
1730,8a858ea4582fcdc801583359de3754df,1
1731,8a858eba5591bf28015598ec87fd1e4b,1
1732,8a858eba5591bf28015598ec87fd1e4b,1
1733,8a858ec05aa3fb9e015aa4d476dd4a29,1
1734,8a858ec75c11a07a015c15118551127a,0
1735,8a858ed25bf83782015bfb706c897db3,0
1736,8a858edb5b8210eb015b85ca659f7bc4,0
1737,8a858ee25a3bbf82015a3c7908d04c23,0
1738,8a858ef45be99ccb015bea1e47041821,1
1739,8a858f085b8a9695015b8aa42fb011ca,0
1740,8a858f0f5bfd79d2015c029412b86494,0
1741,8a858f1554e294490154e2f7ce342b18,1
1742,8a2a81a74ce8c05d014cfb32a0da1049,0
1743,8a2a81a74ce8c05d014cfb32a0da1049,0
1744,8a2a81a74ce8c05d014cfb32a0da1049,0
1745,8a8588f35438fe12015444567666018e,1
1746,8a85890754145ace015429211b513e16,0
1747,8a858970548359cc0154883481981866,0
1748,8a858970548359cc0154883481981866,0
1749,8a8589f35451855401546b0738c42524,0
1750,8a8589f35451855401546b0738c42524,0
1751,8a858e1158dc4d830158f7bde4f47ea7,0
1752,8a858e1158dc4d830158f7bde4f47ea7,0
1753,8a858e185b4923b4015b4ae48d28646a,1
1754,8a858e245c214660015c2ba8187976f7,1
1755,8a858e4456ced8470156dc8f1f4038d3,1
1756,8a858e4456ced8470156dc8f1f4038d3,1
1757,8a858e4456ced8470156dc8f1f4038d3,1
1758,8a858e5357d823010157d932443d28a3,0
1759,8a858e5357d823010157d932443d28a3,1
1760,8a858e5357d823010157d932443d28a3,0
1761,8a858e645755e62201576b58e3522081,0
1762,8a858e705668e16701567f1523211e5a,1
1763,8a858e705668e16701567f1523211e5a,1
1764,8a858e705668e16701567f1523211e5a,0
1765,8a858e705668e16701567f1523211e5a,0
1766,8a858e7d595026f8015951c0c4a03fae,0
1767,8a858e7d595026f8015951c0c4a03fae,1
1768,8a858e8f5d41c974015d4b7f31865627,1
1769,8a858e9b5a195041015a1a602a51519d,0
1770,8a858ea555d9e6020155f489c9b237f8,0
1771,8a858ec75bfd77c4015c0d841520351c,1
1772,8a858edb5ad79cc6015ad7c9b29415c8,0
1773,8a858ee55830c4b90158337542ab18a1,1
1774,8a858ee55830c4b90158337542ab18a1,1
1775,8a858ef75997d0180159a695b01e2c4c,1
1776,8a858f03582604ff0158260fcc730548,1
1777,8a858f03582604ff0158260fcc730548,0
1778,8a858f085b905684015b906e73a01478,1
1779,8a858f2656e154de0156e3a87cdc45fb,1
1780,8a858f335cd0c78e015cd435d7192800,0
1781,8a858f3d5add42e2015ae0ca6cb66b83,0
1782,8a858f4655ca643c0155cbc4e13945cc,0
1783,8a858f4655ca643c0155cbc4e13945cc,0
1784,8a858f4655ca643c0155cbc4e13945cc,1
1785,8a858f4655ca643c0155cbc4e13945cc,0
1786,8a858f4f5511dca201551b73634170b6,0
1787,8a858f60560bc43d01561d94abd91c48,1
1788,8a858f6e5aa3c922015aa3d9cba10a74,1
1789,8a858f7e564ad338015654d3a5c242a5,1
1790,8a858f7e564ad338015654d3a5c242a5,1
1791,8a858f9158aff6a30158b5f2ff887585,0
1792,8a858f9158aff6a30158b5f2ff887585,1
1793,8a858f975c4582c4015c550ee4925686,1
1794,8a858f995a4762a5015a4c25b0ea01c3,1
1795,8a858fae5b49223f015b499e1cf9485b,1
1796,8a858fb15b34a708015b350c4a1a58d2,0
1797,8a858f7958b0a4a80158b47fb32010f3,1
1798,8a858f7958b0a4a80158b47fb32010f3,1
1799,8a858f7e5c213ef4015c21ca37fb3888,0
1800,8a858f93572e873c01574753c9513a4e,0
1801,8a858f9d5668e3f101566fb7494822f9,0
1802,8a858f9d5668e3f101566fb7494822f9,0
1803,8a858fa154e2912f0155065fcda06f84,1
1804,8a858fa154e2912f0155065fcda06f84,1
1805,8a858fa3552ae1120155398656a154c3,1
1806,8a858fa3552ae1120155398656a154c3,1
1807,8a858fa3552ae1120155398656a154c3,0
1808,8a858fa3552ae1120155398656a154c3,1
1809,8a858faa56dffac60156ffa41b542ce7,0
1810,8a858fb15b34a708015b37eeb86e0008,1
1811,8a858fbf5b3a0b46015b3d5e8fae2a65,1
1812,8a858fcb5bab1fda015baebcd3791586,1
1813,8a858fd35b5dfefb015b5e080dc50892,0
1814,8a858fda5c3b0f1c015c403b1f5c301c,1
